2;137;274
3;64;192
4;54;216
5;44;220
6;29;174
7;23;161
8;29;232
9;17;153
10;23;230
11;13;143
12;12;144
13;12;156
14;6;84
15;10;150
16;3;48
18;3;54
19;4;76
20;4;80
21;3;63
22;3;66
24;1;24
26;2;52
27;1;27
29;2;58
36;1;36
;500;6,226
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;1;
