2;354032
0;842352
1;350980
11;54936
23;6104
7;100716
6;192276
5;152600
3;320460
4;225848
8;115976
10;64092
14;6104
15;21364
9;73248
19;18312
16;12208
20;12208
29;3052
17;9156
18;15260
28;6104
22;9156
13;30520
12;39676
27;3052
21;6104
25;6104
;1
